http2,http3
1.096285,0.11753
1.143022,0.090222
0.09444,0.083894
0.100016,0.088887
0.109139,0.080008
0.138848,0.064535
0.069454,0.08075
0.067373,0.076882
0.059689,0.057947
0.062023,0.061665
