,http2,http3
456,0.043627,0.066327
457,0.041568,0.065321
458,0.031896,0.036448
459,0.043639,0.04032
460,0.032411,0.048625
461,0.03392,0.040974
462,0.058202,0.093302
463,0.043419,0.042763
464,0.042682,0.036281
465,0.041638,0.042348
466,0.033675,0.039976
467,0.04424,0.038976
468,0.096424,0.051003
469,0.034355,0.05264
470,0.042228,0.054876
471,0.036169,0.035812
472,0.045033,0.059239
473,0.041373,0.05653
474,0.046675,0.049011
475,0.047857,0.03756
476,0.037179,0.046417
477,0.034535,0.035133
478,0.035596,0.041748
479,0.048031,0.064601
480,0.032512,0.035613
481,0.040697,0.056209
482,0.043715,0.038602
483,0.033236,0.039995
484,0.047552,0.060356
485,0.04211,0.055467
486,0.048115,0.048339
487,0.053811,0.044681
488,0.044868,0.037116
489,0.032108,0.037701
490,0.033056,0.036216
491,0.035603,0.036663
492,1.104424,0.058941
493,0.040196,0.050774
494,0.033996,0.045027
495,0.042592,0.049095
496,0.045154,0.047691
497,0.044751,0.075447
498,0.052427,0.068061
499,0.043602,0.048116
500,0.044115,0.038968
501,0.03328,0.059279
502,0.100721,0.03894
503,0.038528,0.043534
504,0.045269,0.052556
505,0.038971,0.058524
506,0.046874,0.047061
507,0.04273,0.078294
508,0.032882,0.041107
509,0.080922,0.062329
510,0.053065,0.043536
511,0.034998,0.049401
512,0.036993,0.041644
513,0.031162,0.062223
514,0.03641,0.039071
515,0.045908,0.049584
516,0.04172,0.035698
517,0.034566,0.034443
518,0.052001,0.043691
519,0.037702,0.034976
520,0.036472,0.034987
521,0.048658,0.037597
522,0.061936,0.039206
523,0.041714,0.034997
524,0.049885,0.050727
525,0.038475,0.039241
526,0.032018,0.052197
527,0.082012,0.032852
528,0.057901,0.056594
529,0.031532,0.053258
530,0.035905,0.10552
531,0.034979,0.04144
532,0.03668,0.048939
533,0.035214,0.059129
534,0.068672,0.046321
535,0.054111,0.042603
536,0.039715,0.038057
537,0.032885,0.061846
538,0.034991,0.035816
539,0.032975,0.034177
540,0.050413,0.04682
541,0.04716,0.034511
542,0.102207,0.036542
543,0.064794,0.037067
544,0.071603,0.051219
545,0.036791,0.05053
546,0.043625,0.046035
547,0.064486,0.045606
548,0.033381,0.062761
549,0.035037,0.036593
550,0.077301,0.045083
551,0.102045,0.14402
552,0.053486,0.066112
553,0.069717,0.051023
554,0.044745,0.03802
555,0.034537,0.0401
556,0.033148,0.049157
557,0.038056,0.060837
558,0.120114,0.042159
559,0.066151,0.063551
560,0.033187,0.055813
561,0.08852,0.082971
562,0.044273,0.045935
563,0.035357,0.048475
564,0.032621,0.073485
565,0.033519,0.038891
566,0.044609,0.074747
567,0.046248,0.042529
568,0.037963,0.039584
569,0.037314,0.082358
570,0.038133,0.034731
571,0.054959,0.052357
572,0.041281,0.058181
573,0.048288,0.037384
574,0.035344,0.044546
575,0.058648,0.0521
576,0.03166,0.038074
577,0.032532,0.047677
578,0.045629,0.037356
579,0.047662,0.04212
580,0.034624,0.036924
581,0.033014,0.03681
582,0.073886,0.044142
583,0.072514,0.062585
584,0.041087,0.036322
585,0.035485,0.060436
586,0.043806,0.045096
587,0.033167,0.045687
588,0.032799,0.045533
589,0.039155,0.082847
590,0.055659,0.03498
591,0.08451,0.049459
592,0.055067,0.043563
593,0.041196,0.039864
594,0.032463,0.034843
595,0.04407,0.075136
596,0.034561,0.046522
597,0.036077,0.040623
598,0.048828,0.049504
599,0.045348,0.060632
600,0.049431,0.034475
601,0.031842,0.036439
602,0.047966,0.046048
603,0.067947,0.037984
604,0.037197,0.081781
605,0.036306,0.037184
606,0.03562,0.036198
607,0.038412,0.057269
608,0.054117,0.072244
609,0.04616,0.034346
610,0.034709,0.037265
611,0.056997,0.046793
612,0.051973,0.034244
613,0.068868,0.048751
614,0.033966,0.048606
615,0.040078,0.121768
616,0.054402,0.098218
617,0.037313,0.044366
618,0.055212,0.043477
619,0.039659,0.053297
620,0.061246,0.049684
621,0.041338,0.053067
622,0.062209,0.043394
623,0.062467,0.036034
624,0.042199,0.052282
625,0.03637,0.040392
626,0.034057,0.034302
627,0.032588,0.037037
628,0.03106,0.046439
629,0.036393,0.035417
630,0.0327,0.034987
631,0.044939,0.040666
632,0.031516,0.036853
633,0.063394,0.052547
634,0.051829,0.067071
635,0.038562,0.034915
636,0.053032,0.085278
637,0.040452,0.040424
638,0.033093,0.038604
639,0.044189,0.036308
640,0.052725,0.04362
641,0.040508,0.046736
642,0.055867,0.033091
643,0.073808,0.075085
644,0.040598,0.035702
645,0.078889,0.05221
646,0.035141,0.053061
647,0.03247,0.044685
648,0.055185,0.035645
649,0.031209,0.045372
650,0.070565,0.045842
651,0.053976,0.057502
652,0.057901,0.065134
653,0.041847,0.038891
654,0.034507,0.032941
655,0.034182,0.03959
656,0.033393,0.030953
657,0.058923,0.037843
658,0.052214,0.042154
659,0.036207,0.032402
660,0.039885,0.035291
661,0.035152,0.043097
662,0.039644,0.037034
663,0.070881,0.039181
664,0.080221,0.036468
665,0.040594,0.050929
666,0.045514,0.041448
667,0.034665,0.03915
668,0.032363,0.036082
669,0.061555,0.067435
670,0.047294,0.056333
671,0.043485,0.034948
672,0.060217,0.050129
673,0.032343,0.081128
674,0.062939,0.044242
675,0.045655,0.044383
676,0.040409,0.129717
677,0.043914,0.04935
678,0.049433,0.036037
679,0.064235,0.048494
680,0.065037,0.066081
681,0.085604,0.100337
682,0.033047,0.037451
683,0.046257,0.048598
684,0.039565,0.037945
685,0.032623,0.045008
686,0.089116,0.041989
687,0.066186,0.05698
688,0.048578,0.045336
689,0.040421,0.036337
690,0.053335,0.035964
691,0.066202,0.036909
692,0.044238,0.038239
693,0.040997,0.053529
694,0.032651,0.040266
695,0.034699,0.033983
696,0.032673,0.049427
697,0.0448,0.04683
698,0.033664,0.039983
699,0.065195,0.060991
700,0.058566,0.039157
701,0.049692,0.049987
702,0.100891,0.053305
703,0.031037,0.03826
704,0.066304,0.055827
705,0.077824,0.04192
706,0.054133,0.075955
707,0.040112,0.053985
708,0.036491,0.070047
709,0.052735,0.045991
710,0.081375,0.061597
711,0.046057,0.03748
712,0.062591,0.061987
713,0.045768,0.065887
714,0.035689,0.068881
715,0.044724,0.034857
716,0.055952,0.100397
717,0.067878,0.0339
718,0.052441,0.038875
719,0.03578,0.037996
720,0.065014,0.042028
721,0.053522,0.070082
722,0.082295,0.043256
723,0.064021,0.056511
724,0.065807,0.08626
725,0.06144,0.095801
726,0.058295,0.062029
727,0.056569,0.055572
728,0.064572,0.03571
729,0.035677,0.035471
730,0.04463,0.04348
731,0.034036,0.038745
732,0.069952,0.034769
733,0.065933,0.036399
734,0.039367,0.056344
735,0.101607,0.112403
736,0.038354,0.065161
737,0.041577,0.055732
738,0.046396,0.043153
739,0.063461,0.047611
740,0.034413,0.055593
741,0.04373,0.042214
742,0.035379,0.052742
743,1.048382,0.055798
744,0.032101,0.033565
745,0.051084,0.045238
746,0.036781,0.074323
747,0.042232,0.036763
748,0.044687,0.051652
749,0.037896,0.036276
750,0.035692,0.060921
751,0.044785,0.0519
752,0.092609,0.066891
753,0.048721,0.041754
754,0.045,0.059363
755,0.1331,0.042735
756,0.046126,0.041994
757,0.033507,0.038876
758,0.044402,0.051228
759,0.043735,0.054827
760,0.033476,0.048353
761,0.044611,0.034327
762,0.038849,0.049264
763,0.072278,0.053236
764,0.056057,0.0611
765,0.061516,0.05472
766,0.045063,0.039993
767,0.032052,0.039931
768,0.041345,0.035079
769,0.045772,0.059958
770,0.032742,0.036243
771,0.041896,0.037609
772,0.047756,0.035692
773,0.047019,0.039723
774,0.032576,0.03755
775,0.067477,0.03831
776,0.032265,0.081881
777,0.045264,0.057671
778,0.036421,0.045892
779,0.034261,0.052208
780,0.044245,0.047481
781,0.042296,0.037259
782,0.036316,0.038411
783,0.061472,0.034497
784,0.047082,0.033963
785,0.033681,0.057281
786,0.032163,0.063489
787,0.079646,0.036865
788,0.068419,0.037912
789,0.081486,0.041448
790,0.032094,0.069732
791,0.070396,0.038366
792,0.044876,0.046477
793,0.033213,0.03562
794,0.052814,0.057817
795,0.037062,0.04241
796,0.047975,0.033742
797,0.044694,0.046694
798,0.044088,0.07168
799,0.073152,0.036022
800,0.04149,0.057278
801,0.045092,0.035338
802,0.049932,0.065042
803,0.041371,0.035997
804,0.060118,0.044787
805,0.063458,0.049761
806,0.032547,0.037827
807,0.037555,0.072323
808,0.0355,0.047757
809,0.037376,0.049736
810,0.041007,0.04827
811,0.0304,0.036702
812,0.038152,0.060478
813,0.055775,0.049542
814,0.096374,0.059303
815,0.087437,0.044429
816,0.038438,0.070716
817,0.058472,0.060309
818,0.033836,0.062218
819,0.072463,0.047411
820,0.048695,0.047645
821,0.042858,0.049207
822,0.048822,0.042087
823,0.036365,0.044851
824,0.043252,0.083527
825,0.059692,0.033044
826,0.031751,0.050938
827,0.032575,0.049931
828,0.098325,0.043377
829,0.034362,0.090532
830,0.032486,0.0461
831,0.037165,0.034972
832,0.035656,0.050411
833,0.035637,0.051801
834,0.058648,0.040997
835,0.048878,0.035641
836,0.04167,0.048504
837,0.051962,0.055335
838,0.039612,0.038057
839,0.03295,0.036844
840,0.04282,0.038835
841,0.032814,0.045737
842,0.041777,0.056921
843,0.04849,0.055705
844,0.068634,0.043508
845,0.034557,0.052506
846,0.032282,0.060838
847,0.049819,0.059158
848,0.037859,0.081507
849,0.034198,0.056964
850,0.051621,0.038728
851,0.043382,0.034073
852,0.040274,0.046594
853,0.040559,0.055616
854,0.032947,0.037056
855,0.043401,0.042998
856,0.0692,0.062594
857,0.067947,0.095389
858,0.065761,0.033963
859,0.039078,0.036363
860,0.032827,0.033607
861,0.034381,0.045054
862,0.032333,0.042622
863,0.044414,0.043722
864,0.05136,0.034389
865,0.033865,0.070073
866,0.067378,0.048779
867,0.032143,0.050874
868,0.05585,0.035672
869,0.033595,0.050752
870,0.040625,0.049779
871,0.034576,0.038104
872,0.04535,0.042545
873,0.068157,0.058435
874,0.033023,0.041805
875,0.064567,0.088462
876,0.038299,0.054134
877,0.035645,0.048183
878,0.03492,0.065108
879,0.033475,0.088663
880,0.037701,0.04765
881,1.068746,0.04568
882,0.032918,0.033341
883,0.034101,0.054179
884,0.036675,0.039961
885,0.866474,0.063846
886,0.059298,0.050532
887,0.031979,0.066932
888,0.032896,0.034959
889,0.042356,0.055295
890,0.036779,0.067161
891,0.066835,0.08746
892,0.077738,0.049438
893,0.044348,0.052173
894,0.065944,0.0326
895,0.041824,0.076581
896,0.043485,0.048596
897,0.053072,0.092085
898,0.064858,0.046765
899,0.03159,0.036258
900,0.031101,0.043641
901,0.079524,0.034595
902,0.056202,0.037649
903,0.109893,0.034553
904,0.035395,0.057664
905,0.04648,0.047286
906,0.047462,0.047583
907,0.037936,0.037651
908,0.035592,0.054812
909,0.034238,0.038318
910,0.235093,0.050686
911,0.031212,0.042086
912,0.046441,0.037712
913,0.035347,0.05141
914,0.068445,0.050509
915,0.046722,0.033199
916,0.035024,0.072733
917,0.032823,0.051073
918,0.083279,0.041056
919,0.036813,0.048633
920,0.114886,0.043823
921,0.056785,0.082311
922,0.03368,0.03524
923,0.03472,0.03945
924,0.051358,0.039719
925,0.033187,0.035999
926,0.038071,0.107108
927,0.06755,0.04446
928,0.043695,0.056116
929,0.032682,0.054682
930,0.038316,0.038598
931,0.048557,0.036662
932,0.053993,0.100611
933,0.049829,0.046362
934,0.098125,0.034561
935,0.03414,0.05616
936,0.094582,0.042197
937,0.04403,0.079814
938,0.049888,0.064972
939,0.07241,0.079469
940,0.034264,0.048857
941,0.033095,0.104128
942,0.044194,0.061989
943,0.035174,0.036016
944,0.033454,0.05241
945,0.045529,0.04681
946,0.0331,0.073082
947,0.045038,0.043321
948,0.068801,0.038335
949,0.04577,0.063205
950,0.032021,0.051037
951,0.044515,0.065306
952,0.048156,0.062096
953,0.046869,0.047579
954,0.032467,0.041435
955,0.042188,0.041508
956,0.059761,0.048617
957,0.072208,0.051721
958,0.049963,0.04658
959,0.051074,0.056024
960,0.036836,0.034059
961,0.036067,0.060846
962,0.057837,0.036559
963,0.066666,0.05887
964,0.052364,0.041983
965,0.045015,0.085798
966,0.033761,0.046754
967,0.052243,0.03866
968,0.039497,0.038232
969,0.034896,0.068586
970,0.070595,0.056125
971,0.046115,0.084249
972,0.050342,0.035985
973,0.032089,0.034339
974,0.041772,0.099182
975,0.046822,0.042057
976,0.05862,0.044292
977,0.054066,0.081799
978,0.10257,0.035695
979,0.053852,0.058388
980,0.03275,0.047888
981,0.033492,0.05201
982,0.045226,0.04616
983,0.051667,0.039767
984,0.03515,0.068165
985,0.045412,0.063845
986,0.033878,0.064816
987,0.042785,0.050641
988,0.033113,0.069442
989,0.035063,0.039257
990,0.079259,0.04438
991,0.053452,0.062152
992,0.041456,0.041931
993,0.032469,0.054802
994,0.041225,0.041344
995,0.042885,0.066972
996,0.07038,0.037829
997,0.066779,0.054116
998,0.032861,0.049771
999,0.068357,0.03479
