,http2,http3
554,0.108243,0.104728
555,0.115908,0.127048
556,0.131271,0.119844
557,0.16294,0.115106
558,0.121058,0.090485
559,0.091908,0.08793
560,0.103454,0.128887
561,0.114162,0.31889
562,0.098671,0.120788
563,0.122678,0.102567
564,0.120015,0.098762
565,0.107674,0.122479
566,0.161196,0.087543
567,0.090361,0.091953
568,0.109839,0.107761
569,0.100081,0.074618
570,0.146552,0.102157
571,0.106857,0.142811
572,0.09959,0.122582
573,0.097861,0.10079
574,0.101324,0.098765
575,0.132766,0.110327
576,0.14014,0.10753
577,0.101014,0.130222
578,0.090525,0.144122
579,0.110844,0.148792
580,0.094799,0.101396
581,0.135718,0.140031
582,0.111805,0.113327
583,0.112837,0.109223
584,0.147767,0.101245
585,1.129942,0.071517
586,0.127528,0.094059
587,0.127221,0.108744
588,0.084671,0.102563
589,0.10148,0.104204
590,0.109493,0.083389
591,0.087947,0.129292
592,0.100775,0.134413
593,0.125302,0.081114
594,0.099077,0.111842
595,0.089314,0.097606
596,0.160023,0.099024
597,0.096733,0.103974
598,0.144216,0.1097
599,0.116989,0.20921
600,0.102293,0.107691
601,0.114512,0.082202
602,0.110833,0.09758
603,0.092868,0.093566
604,0.111082,0.094729
605,0.110529,0.104362
606,0.142162,0.093755
607,0.084546,0.110359
608,0.131757,0.117071
609,0.117018,0.113923
610,0.132948,0.10274
611,0.155296,0.156022
612,0.101912,0.107399
613,0.094243,0.092693
614,0.129558,0.094076
615,0.102693,0.092099
616,0.098566,0.083289
617,0.115157,0.109482
618,0.10564,0.098468
619,0.109074,0.168218
620,0.103623,0.125988
621,0.112071,0.27999
622,0.103232,0.217726
623,0.10797,0.11619
624,0.11221,0.120438
625,0.123425,0.087971
626,0.116863,0.18945
627,0.124316,0.079792
628,0.135282,0.12011
629,0.097055,0.08237
630,0.106836,0.121549
631,0.13177,0.086617
632,0.092584,0.085411
633,0.082824,0.097756
634,0.132017,0.121939
635,0.13454,0.225814
636,0.107325,0.158807
637,0.140579,0.084021
638,0.256872,0.094115
639,0.081634,0.120026
640,0.110604,0.115068
641,0.11545,0.091987
642,0.084873,0.074725
643,0.091587,0.300542
644,0.110145,0.090976
645,0.09202,0.103987
646,0.119534,0.086051
647,0.089377,0.11841
648,0.092097,0.088848
649,0.135585,0.108514
650,0.099655,0.110364
651,0.108579,0.101276
652,0.089422,0.125236
653,0.08981,0.112758
654,0.087622,0.125704
655,0.118663,0.091878
656,0.099153,0.094097
657,0.115819,0.093932
658,0.11957,0.125452
659,0.097703,0.073986
660,0.121881,0.079446
661,0.134616,0.098318
662,0.108903,0.095423
663,0.15193,0.119723
664,0.103292,0.098064
665,0.147463,0.08865
666,0.080365,0.129746
667,0.12508,0.092183
668,0.13498,0.101791
669,0.106402,0.124162
670,0.096877,0.091991
671,0.117017,0.099944
672,0.132987,0.09189
673,0.094091,0.143469
674,0.0973,0.132319
675,0.108058,0.101101
676,0.152964,0.105778
677,0.103759,0.140534
678,0.138134,0.093673
679,0.117127,0.112713
680,0.121371,0.090436
681,0.107067,0.084759
682,0.111822,0.223712
683,0.091276,0.097342
684,0.09964,0.110851
685,0.113476,0.075626
686,0.080221,0.149147
687,0.11007,0.097499
688,0.11235,0.094757
689,0.124932,0.104195
690,0.112759,0.098854
691,0.098929,0.092663
692,0.096188,0.287483
693,0.109213,0.078275
694,0.078902,0.082181
695,0.10216,0.097807
696,0.093468,0.091208
697,0.166678,0.108738
698,0.093791,0.091265
699,0.153849,0.125248
700,0.135209,0.125091
701,0.106157,0.119193
702,0.080796,0.138695
703,0.100427,0.113008
704,0.095502,0.098524
705,0.108159,0.112239
706,0.116687,0.11597
707,0.113908,0.108803
708,0.187759,0.130303
709,0.114227,0.097055
710,0.110153,0.075012
711,0.094938,0.08762
712,0.109943,0.113397
713,0.094636,0.11946
714,0.139348,0.120065
715,0.10945,0.120403
716,0.150065,0.096982
717,0.085104,0.101157
718,0.104222,0.100043
719,0.103213,0.094901
720,0.09256,0.089412
721,0.122202,0.136949
722,0.101254,0.269321
723,0.148062,0.096575
724,0.129196,0.093416
725,0.114357,0.134208
726,0.130287,0.133995
727,0.095332,0.11824
728,0.084027,0.112056
729,0.234874,0.104312
730,0.102399,0.082192
731,0.089371,0.14997
732,0.149302,0.125666
733,0.097802,0.1314
734,0.130291,0.112836
735,0.119793,0.105632
736,0.102175,0.122487
737,0.108086,0.11145
738,0.100198,0.099895
739,0.079983,0.094187
740,0.135909,0.100306
741,0.113592,0.108402
742,0.113746,0.08813
743,0.110942,0.31668
744,0.117186,0.136755
745,0.109683,0.108783
746,0.099956,0.099059
747,0.113467,0.100703
748,0.097931,0.111107
749,0.10811,0.255896
750,0.092662,0.116899
751,0.155536,0.219294
752,0.107077,0.103706
753,0.121018,0.090172
754,0.094627,0.086861
755,0.090227,0.111029
756,0.100293,0.214658
757,0.110243,0.085503
758,0.103554,0.091467
759,0.091179,0.123602
760,0.112691,0.080331
761,0.124165,0.130157
762,0.09841,0.121766
763,0.094112,0.11601
764,0.094592,0.121661
765,0.082303,0.091573
766,0.098724,0.116401
767,0.110792,0.102715
768,0.110961,0.106227
769,0.092253,0.114735
770,0.101887,0.090342
771,0.09787,0.095311
772,0.094549,0.102046
773,0.117845,0.084661
774,0.119415,0.109738
775,0.105306,0.093609
776,0.129224,0.354712
777,0.134422,0.117766
778,0.128875,0.134839
779,0.089918,0.108198
780,0.116917,0.084365
781,0.112672,0.095751
782,0.129869,0.104889
783,0.110038,0.124052
784,0.11031,0.087514
785,0.105616,0.119423
786,0.111439,0.109573
787,0.099746,0.111284
788,0.258361,0.141317
789,0.104827,0.103939
790,0.10138,0.120742
791,0.09739,0.105441
792,0.097258,0.093536
793,0.122599,0.087186
794,0.108657,0.087161
795,0.112681,0.147465
796,0.108471,0.084973
797,0.122161,0.148829
798,0.116674,0.108578
799,0.086777,0.098893
800,0.093255,0.086565
801,0.098393,0.092886
802,0.112367,0.100318
803,0.092784,0.255472
804,0.130283,0.134936
805,0.111845,0.103898
806,0.105783,0.100438
807,0.117315,0.114785
808,0.106733,0.144276
809,0.085415,0.089479
810,0.113446,0.153602
811,0.087502,0.088375
812,0.09048,0.143418
813,0.114731,0.200586
814,0.08649,0.104979
815,0.100513,0.11187
816,0.105112,0.109279
817,0.119375,0.117723
818,0.155114,0.123911
819,0.141304,0.394924
820,0.149069,0.110347
821,0.119734,0.08711
822,0.097603,0.090077
823,0.094393,0.118725
824,0.107501,0.122973
825,0.088657,0.091645
826,0.126708,0.109198
827,0.118639,0.099955
828,0.103223,0.097129
829,0.098786,0.092511
830,0.132665,0.235668
831,0.095081,0.085578
832,0.121068,0.131111
833,0.099173,0.088891
834,0.097139,0.137993
835,0.115932,0.112588
836,0.113018,0.249092
837,0.146758,0.122416
838,0.098668,0.151474
839,0.143401,0.137542
840,0.183209,0.124622
841,0.107566,0.081985
842,0.108653,0.263304
843,0.171137,0.115091
844,0.133775,0.133801
845,0.092083,0.13197
846,0.094155,0.107778
847,0.100026,0.089277
848,0.122481,0.123492
849,0.101522,0.120717
850,0.158592,0.109077
851,0.111892,0.122371
852,0.124042,0.107068
853,0.128927,0.104182
854,0.123599,0.090607
855,0.077945,0.115758
856,0.092402,0.102486
857,0.09845,0.110152
858,0.193858,0.144414
859,0.097657,0.103516
860,0.101895,0.102414
861,0.10941,0.120289
862,0.114149,0.110198
863,0.105127,0.12176
864,0.127115,0.115955
865,0.106663,0.105955
866,0.09717,0.110122
867,0.112128,0.143934
868,0.108063,0.11901
869,0.142802,0.098265
870,0.107759,0.141359
871,0.098394,0.107325
872,0.105934,0.116325
873,0.096635,0.13594
874,0.095731,0.13417
875,0.111154,0.264098
876,0.121424,0.082676
877,0.119557,0.096847
878,0.123218,0.101074
879,0.108944,0.096934
880,0.143689,0.14144
881,0.11054,0.118883
882,0.134026,0.084805
883,0.078256,0.192851
884,0.120879,0.076022
885,0.121211,0.111971
886,0.114813,0.103678
887,0.145028,0.144094
888,0.101123,0.123107
889,0.127651,0.090636
890,0.103985,0.111545
891,0.126584,0.113064
892,0.115497,0.101184
893,0.089233,0.115878
894,0.124551,0.092501
895,0.111135,0.128912
896,0.108802,0.095785
897,0.096358,0.12844
898,0.11533,0.103058
899,0.100327,0.093579
900,0.102464,0.085912
901,0.128293,0.131852
902,0.125701,0.09779
903,0.108016,0.096176
904,0.130706,0.13056
905,0.125811,0.100677
906,0.179602,0.102875
907,0.096528,0.090941
908,0.110852,0.273053
909,0.095252,0.114646
910,0.088292,0.113049
911,0.129372,0.222914
912,0.094178,0.118087
913,0.108501,0.09461
914,0.092865,0.090838
915,0.138166,0.125206
916,0.108279,0.105073
917,0.101558,0.088717
918,0.082166,0.11802
919,0.106319,0.082488
920,0.107537,0.106869
921,0.111174,0.07972
922,0.125009,0.096536
923,0.10676,0.104711
924,0.100011,0.08657
925,0.082898,0.096446
926,0.119316,0.097679
927,0.086087,0.104627
928,0.090922,0.093903
929,0.08767,0.089323
930,0.095686,0.084881
931,0.110659,0.092663
932,0.111023,0.108698
933,0.168573,0.103443
934,0.093979,0.096573
935,0.093682,0.093122
936,0.102224,0.094946
937,0.08715,0.095773
938,0.107301,0.111569
939,0.109994,0.095112
940,0.099683,0.122686
941,0.098985,0.094476
942,0.098916,0.09643
943,0.118468,0.132789
944,0.102435,0.124456
945,0.113117,0.121331
946,0.091113,0.097661
947,0.112553,0.108012
948,0.155613,0.120536
949,0.13573,0.103931
950,0.09235,0.115898
951,0.111592,0.103267
952,0.138815,0.095513
953,0.100464,0.1161
954,0.125492,0.191507
955,0.086673,0.098686
956,0.106141,0.100894
957,0.12388,0.096157
958,0.109001,0.107721
959,0.170037,0.098862
960,0.146835,0.115712
961,0.10463,0.09367
962,0.116577,0.114718
963,0.086087,0.109627
964,0.130001,0.123814
965,0.11169,0.103649
966,0.12935,0.08491
967,0.109911,0.08969
968,0.092602,0.078919
969,0.093371,0.109581
970,0.118178,0.238299
971,0.099251,0.094358
972,0.10774,0.098682
973,0.096966,0.081156
974,0.103396,0.13962
975,0.137759,0.09823
976,0.108466,0.09446
977,0.131792,0.129972
978,0.127208,0.106394
979,0.091328,0.136518
980,0.101291,0.083201
981,0.115848,0.120631
982,0.107449,0.124231
983,0.109789,0.156791
984,0.095863,0.097707
985,0.146437,0.116207
986,0.096924,0.074161
987,0.136687,0.111478
988,0.124104,0.086977
989,0.103428,0.10479
990,0.103223,0.088446
991,0.124463,0.085642
992,0.093161,0.114209
993,0.099523,0.105692
994,0.103978,0.106744
995,0.098135,0.101908
996,0.108604,0.106859
997,0.098669,0.10166
998,0.109093,0.087016
999,0.134809,0.090805
